player2_move_1,player2_move_2,player2_move_3,player2_move_4,player2_move_5,player2_move_6,player2_move_7,player2_move_8,player2_move_9,player1_move_1,player1_move_2,player1_move_3,player1_move_4,player1_move_5,player1_move_6,player1_move_7,player1_move_8,player1_move_9
0,-1,1,0,-1,0,-1,1,0,0,-1,1,0,-1,0,-1,1,1
0,-1,1,0,-1,-1,-1,1,1,0,-1,1,1,-1,-1,-1,1,1
-1,-1,1,1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,1,1
GAME_20_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,1,0,0,0
1,0,0,0,-1,1,0,-1,0,1,1,0,0,-1,1,0,-1,0
1,1,-1,0,-1,1,0,-1,0,1,1,-1,0,-1,1,1,-1,0
1,1,-1,-1,-1,1,1,-1,0,1,1,-1,-1,-1,1,1,-1,1
GAME_21_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,0,0
0,-1,0,0,-1,1,1,0,0,0,-1,1,0,-1,1,1,0,0
0,-1,1,0,-1,1,1,-1,0,0,-1,1,0,-1,1,1,-1,0
GAME_22_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,-1,0,0,0,0,1,0,0,1,-1,0,0,0,0
1,0,0,1,-1,0,-1,0,0,1,0,1,1,-1,0,-1,0,0
1,-1,1,1,-1,0,-1,0,0,1,-1,1,1,-1,0,-1,1,0
1,-1,1,1,-1,0,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1
GAME_23_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,1,0,0,1,-1,0,0,0,0
1,0,0,1,-1,0,-1,0,0,1,0,0,1,-1,0,-1,1,0
1,0,-1,1,-1,0,-1,1,0,1,0,-1,1,-1,0,-1,1,0
GAME_24_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1,0,1,0,0,0,0,1,0,-1,0,1,0,0
0,0,1,0,-1,-1,1,0,0,0,0,1,1,-1,-1,1,0,0
-1,0,1,1,-1,-1,1,0,0,-1,0,1,1,-1,-1,1,0,1
-1,0,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1,1
GAME_25_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,-1,0,1,0,0,0,1,0,0,-1,0,1,0,0,0
1,0,-1,-1,0,1,0,0,0,1,0,-1,-1,0,1,1,0,0
1,0,-1,-1,0,1,1,-1,0,1,0,-1,-1,1,1,1,-1,0
1,0,-1,-1,1,1,1,-1,-1,1,1,-1,-1,1,1,1,-1,-1
GAME_26_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
0,0,0,0,1,0,-1,0,-1,0,1,0,0,1,0,-1,0,-1
0,1,0,0,1,0,-1,-1,-1,0,1,0,0,1,0,-1,-1,-1
GAME_27_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1,-1,0,0,0,0,1,0,0,1,-1
0,-1,0,0,1,0,0,1,-1,0,-1,0,1,1,0,0,1,-1
0,-1,0,1,1,-1,0,1,-1,0,-1,1,1,1,-1,0,1,-1
0,-1,1,1,1,-1,-1,1,-1,1,-1,1,1,1,-1,-1,1,-1
GAME_28_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1,0,1,0,0,0,1,0,0,-1,0,1,0,0
0,1,0,-1,-1,0,1,0,0,0,1,0,-1,-1,1,1,0,0
0,1,0,-1,-1,1,1,0,-1,1,1,0,-1,-1,1,1,0,-1
1,1,-1,-1,-1,1,1,0,-1,1,1,-1,-1,-1,1,1,1,-1
GAME_29_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1,0,1,0,0,1,0,0,0,-1,0,1,0,0
1,0,0,-1,-1,0,1,0,0,1,0,1,-1,-1,0,1,0,0
1,0,1,-1,-1,-1,1,0,0,1,0,1,-1,-1,-1,1,0,0
GAME_30_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1,0,0,0,1,0,0,0,1,-1,0,0,0,1
0,0,0,1,-1,0,0,-1,1,0,0,1,1,-1,0,0,-1,1
0,-1,1,1,-1,0,0,-1,1,0,-1,1,1,-1,0,0,-1,1
GAME_31_END,,,,,,,,,,,,,,,,,
0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0
0,0,-1,0,1,0,0,0,-1,0,0,-1,0,1,1,0,0,-1
0,0,-1,-1,1,1,0,0,-1,0,1,-1,-1,1,1,0,0,-1
0,1,-1,-1,1,1,0,-1,-1,0,1,-1,-1,1,1,1,-1,-1
-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1
GAME_32_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,-1,0,0,0,1,0,0,0,0,-1,0,0,1,1
0,0,0,0,-1,0,-1,1,1,0,0,1,0,-1,0,-1,1,1
0,0,1,0,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,1,1
-1,0,1,1,-1,-1,-1,1,1,-1,1,1,1,-1,-1,-1,1,1
GAME_33_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,1
1,0,0,-1,-1,0,0,0,1,1,0,1,-1,-1,0,0,0,1
1,0,1,-1,-1,-1,0,0,1,1,0,1,-1,-1,-1,0,0,1
GAME_34_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1,0,1,0,0,0,0,0,1,-1,0,1,0,0
-1,0,0,1,-1,0,1,0,0,-1,0,0,1,-1,1,1,0,0
-1,0,0,1,-1,1,1,0,-1,-1,0,0,1,-1,1,1,0,-1
GAME_35_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,0
-1,0,-1,0,0,1,1,0,0,-1,0,-1,0,0,1,1,0,1
-1,-1,-1,0,0,1,1,0,1,-1,-1,-1,0,0,1,1,0,1
GAME_36_END,,,,,,,,,,,,,,,,,
0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0
0,0,0,-1,-1,0,0,1,0,0,1,0,-1,-1,0,0,1,0
0,1,0,-1,-1,-1,0,1,0,0,1,0,-1,-1,-1,0,1,0
GAME_37_END,,,,,,,,,,,,,,,,,
0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
0,0,-1,0,0,-1,0,1,0,0,0,-1,0,0,-1,1,1,0
0,0,-1,0,0,-1,1,1,-1,0,0,-1,0,0,-1,1,1,-1
GAME_38_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,1
1,0,0,0,-1,0,0,-1,1,1,1,0,0,-1,0,0,-1,1
1,1,-1,0,-1,0,0,-1,1,1,1,-1,0,-1,0,1,-1,1
1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,1,1,-1,1
GAME_39_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,-1,0,1,0,0,0,0,0,0,-1,0,1,0,1
0,0,0,0,-1,0,1,-1,1,0,0,0,0,-1,1,1,-1,1
0,-1,0,0,-1,1,1,-1,1,0,-1,0,0,-1,1,1,-1,1
GAME_40_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,-1,0,0,1,0,0,1,0,0,-1,0
0,1,0,0,1,0,-1,-1,0,0,1,0,0,1,0,-1,-1,1
-1,1,0,0,1,0,-1,-1,1,-1,1,0,1,1,0,-1,-1,1
-1,1,0,1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1,1
GAME_41_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,0,0,0,1,0,0,0,0,-1,0,1,0,1,0,0,0,0
-1,0,1,0,1,0,-1,0,0,-1,0,1,1,1,0,-1,0,0
-1,0,1,1,1,-1,-1,0,0,-1,1,1,1,1,-1,-1,0,0
-1,1,1,1,1,-1,-1,-1,0,-1,1,1,1,1,-1,-1,-1,1
GAME_42_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,1
-1,0,0,0,0,0,0,-1,1,-1,0,1,0,0,0,0,-1,1
-1,0,1,0,0,-1,0,-1,1,-1,0,1,1,0,-1,0,-1,1
-1,0,1,1,0,-1,-1,-1,1,-1,0,1,1,1,-1,-1,-1,1
-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1,-1,1
GAME_43_END,,,,,,,,,,,,,,,,,
-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0
-1,0,0,0,0,1,-1,0,0,-1,0,0,0,0,1,-1,0,1
-1,0,0,-1,0,1,-1,0,1,-1,0,0,-1,0,1,-1,0,1
GAME_44_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,-1,0,0,0,0,0,1,0,0,-1,0
0,0,0,0,1,0,-1,-1,0,0,0,0,0,1,0,-1,-1,1
-1,0,0,0,1,0,-1,-1,1,-1,0,0,1,1,0,-1,-1,1
-1,0,0,1,1,-1,-1,-1,1,-1,1,0,1,1,-1,-1,-1,1
-1,1,-1,1,1,-1,-1,-1,1,-1,1,-1,1,1,-1,-1,-1,1
GAME_45_END,,,,,,,,,,,,,,,,,
0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,1,0,0,0
0,0,-1,-1,0,1,0,0,0,0,0,-1,-1,0,1,1,0,0
0,-1,-1,-1,0,1,1,0,0,1,-1,-1,-1,0,1,1,0,0
1,-1,-1,-1,-1,1,1,0,0,1,-1,-1,-1,-1,1,1,1,0
1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1,-1,-1,1,1,1,-1
GAME_46_END,,,,,,,,,,,,,,,,,
0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0,0,0
0,0,1,0,-1,0,0,0,-1,1,0,1,0,-1,0,0,0,-1
1,-1,1,0,-1,0,0,0,-1,1,-1,1,0,-1,0,0,1,-1
1,-1,1,-1,-1,0,0,1,-1,1,-1,1,-1,-1,1,0,1,-1
1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1
GAME_47_END,,,,,,,,,,,,,,,,,
0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0
-1,0,-1,1,0,0,0,0,0,-1,0,-1,1,0,0,0,1,0
-1,-1,-1,1,0,0,0,1,0,-1,-1,-1,1,0,0,0,1,0
GAME_48_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,-1,0
-1,1,0,1,0,0,0,-1,0,-1,1,0,1,0,1,0,-1,0
-1,1,0,1,-1,1,0,-1,0,-1,1,0,1,-1,1,0,-1,1
-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,1,-1,1
GAME_49_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1,0,0
0,-1,0,0,1,0,-1,0,0,0,-1,1,0,1,0,-1,0,0
0,-1,1,0,1,-1,-1,0,0,0,-1,1,1,1,-1,-1,0,0
-1,-1,1,1,1,-1,-1,0,0,-1,-1,1,1,1,-1,-1,1,0
-1,-1,1,1,1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1,1,-1
GAME_50_END,,,,,,,,,,,,,,,,,
0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,0,0
1,0,0,0,-1,-1,0,0,0,1,1,0,0,-1,-1,0,0,0
1,1,0,-1,-1,-1,0,0,0,1,1,0,-1,-1,-1,0,0,0
GAME_51_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,1,1,0,0
0,0,-1,-1,0,1,1,0,0,0,0,-1,-1,0,1,1,0,1
0,0,-1,-1,0,1,1,-1,1,0,1,-1,-1,0,1,1,-1,1
-1,1,-1,-1,0,1,1,-1,1,-1,1,-1,-1,1,1,1,-1,1
GAME_52_END,,,,,,,,,,,,,,,,,
0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0
0,0,-1,0,-1,0,0,1,0,0,0,-1,0,-1,0,0,1,1
0,0,-1,0,-1,0,-1,1,1,0,0,-1,0,-1,0,-1,1,1
GAME_53_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,-1
0,1,0,0,0,0,-1,0,-1,0,1,1,0,0,0,-1,0,-1
0,1,1,0,0,0,-1,-1,-1,0,1,1,0,0,0,-1,-1,-1
GAME_54_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,-1,0,0,0,0,0,0,0,1,-1,0,1,0,0
-1,0,0,1,-1,0,1,0,0,-1,0,0,1,-1,0,1,1,0
-1,0,0,1,-1,0,1,1,-1,-1,0,0,1,-1,0,1,1,-1
GAME_55_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,-1,0,1,0,0,0,0,0,0,-1,1,1,0,0,0
0,0,-1,-1,1,1,0,0,0,0,0,-1,-1,1,1,0,1,0
0,-1,-1,-1,1,1,0,1,0,1,-1,-1,-1,1,1,0,1,0
1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1,-1
GAME_56_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,-1,0,0,0,0,0,0,1,0,-1,1,0,0,0
0,0,1,0,-1,1,0,0,-1,0,0,1,0,-1,1,1,0,-1
-1,0,1,0,-1,1,1,0,-1,-1,0,1,0,-1,1,1,0,-1
GAME_57_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0,0
0,0,-1,1,1,-1,0,0,0,0,0,-1,1,1,-1,0,0,1
-1,0,-1,1,1,-1,0,0,1,-1,1,-1,1,1,-1,0,0,1
-1,1,-1,1,1,-1,0,-1,1,-1,1,-1,1,1,-1,1,-1,1
GAME_58_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,-1,0,0,0,0,0,0,1,1,-1,0,0,0,0
-1,0,1,1,-1,0,0,0,0,-1,0,1,1,-1,0,0,0,1
-1,0,1,1,-1,-1,0,0,1,-1,1,1,1,-1,-1,0,0,1
-1,1,1,1,-1,-1,0,-1,1,-1,1,1,1,-1,-1,1,-1,1
GAME_59_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,-1,0,0,0,0,0,1,0,0,-1,1,0
0,-1,0,1,0,0,-1,1,0,0,-1,1,1,0,0,-1,1,0
-1,-1,1,1,0,0,-1,1,0,-1,-1,1,1,1,0,-1,1,0
-1,-1,1,1,1,-1,-1,1,0,-1,-1,1,1,1,-1,-1,1,1
GAME_60_END,,,,,,,,,,,,,,,,,
-1,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0
-1,0,-1,0,1,0,0,0,0,-1,1,-1,0,1,0,0,0,0
-1,1,-1,0,1,0,0,-1,0,-1,1,-1,0,1,0,0,-1,1
-1,1,-1,0,1,-1,0,-1,1,-1,1,-1,0,1,-1,1,-1,1
-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1
GAME_61_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1,0,0,0,1,0,0,0,0,-1,0,0,0,1,0,1,0,0
-1,0,-1,0,1,0,1,0,0,-1,1,-1,0,1,0,1,0,0
-1,1,-1,0,1,0,1,-1,0,-1,1,-1,0,1,1,1,-1,0
-1,1,-1,-1,1,1,1,-1,0,-1,1,-1,-1,1,1,1,-1,1
GAME_62_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,0,0,-1
1,0,0,-1,0,1,0,0,-1,1,0,0,-1,0,1,0,1,-1
1,-1,0,-1,0,1,0,1,-1,1,-1,0,-1,1,1,0,1,-1
1,-1,-1,-1,1,1,0,1,-1,1,-1,-1,-1,1,1,1,1,-1
GAME_63_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,-1
0,0,0,0,0,-1,1,0,-1,0,0,0,0,1,-1,1,0,-1
0,0,-1,0,1,-1,1,0,-1,0,0,-1,0,1,-1,1,0,-1
GAME_64_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1
0,0,0,0,1,0,-1,0,-1,0,1,0,0,1,0,-1,0,-1
0,1,0,0,1,0,-1,-1,-1,0,1,0,0,1,0,-1,-1,-1
GAME_65_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-1,1,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0
-1,1,0,1,0,-1,0,0,0,-1,1,0,1,0,-1,0,0,1
-1,1,0,1,0,-1,-1,0,1,-1,1,1,1,0,-1,-1,0,1
-1,1,1,1,-1,-1,-1,0,1,-1,1,1,1,-1,-1,-1,1,1
GAME_66_END,,,,,,,,,,,,,,,,,
-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0
-1,0,0,0,0,1,0,0,-1,-1,0,0,0,1,1,0,0,-1
-1,0,0,-1,1,1,0,0,-1,-1,0,0,-1,1,1,1,0,-1
-1,0,-1,-1,1,1,1,0,-1,-1,1,-1,-1,1,1,1,0,-1
-1,1,-1,-1,1,1,1,-1,-1,-1,1,-1,-1,1,1,1,-1,-1
GAME_67_END,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,1,0,0
1,0,0,-1,-1,0,1,0,0,1,0,0,-1,-1,0,1,1,0
